implementing_agency,change_period,shift_t,mix_js,change_score,n_periods,works_before,works_after,rs_before,rs_after,change_description
MUMBAI(DISTRICT COLLECTOR MUMBAI CITY_IDA),2025Q2,2.953249732959056,0.2353931633951038,0.3345981398313079,6,86,61,160468994.0,132680000.0,MUMBAI(DISTRICT COLLECTOR MUMBAI CITY_IDA): behaviour shifts at 2025Q2 (archetype-mix JS 0.24); 29 works/quarter -> 20 works/quarter; 42% round-number amounts -> 99% round-number amounts; 13% repeated descriptions -> 7% repeated descriptions. Before/after shown for review — a change-point is not evidence of wrongdoing.
FATEHABAD(Deputy Commissioner Fatehabad),2025Q3,2.393277055922339,0.42008465937736017,0.33370349079745654,7,123,88,44831788.0,59932213.0,FATEHABAD(Deputy Commissioner Fatehabad): behaviour shifts at 2025Q3 (archetype-mix JS 0.42); 31% round-number amounts -> 53% round-number amounts; 7% repeated descriptions -> 0% repeated descriptions. Before/after shown for review — a change-point is not evidence of wrongdoing.
SHEOPUR(District Collector Sheopur_IDA),2024Q4,2.2943496788586457,0.5354072547404845,0.3330309268135404,6,43,45,30195000.0,19872294.0,SHEOPUR(District Collector Sheopur_IDA): behaviour shifts at 2024Q4 (archetype-mix JS 0.54); 11 works/quarter -> 22 works/quarter; 90% round-number amounts -> 56% round-number amounts; 2% repeated descriptions -> 0% repeated descriptions. Before/after shown for review — a change-point is not evidence of wrongdoing.
HASSAN(DEPUTY COMMISSIONER HASSAN_IDA),2025Q1,2.608430292156021,0.286212503489007,0.33089965107511465,7,375,426,124729328.0,173606650.0,HASSAN(DEPUTY COMMISSIONER HASSAN_IDA): behaviour shifts at 2025Q1 (archetype-mix JS 0.29); 188 works/quarter -> 85 works/quarter; 48% round-number amounts -> 79% round-number amounts; 0% repeated descriptions -> 1% repeated descriptions. Before/after shown for review — a change-point is not evidence of wrongdoing.
HOWRAH(DISTRICT MAGISTRATE HOWRAH_IDA),2025Q3,3.0927773104923166,0.21323587297611224,0.3279807141464888,10,486,279,262458296.0,127440996.0,HOWRAH(DISTRICT MAGISTRATE HOWRAH_IDA): behaviour shifts at 2025Q3 (archetype-mix JS 0.21); 69 works/quarter -> 93 works/quarter; 22% round-number amounts -> 87% round-number amounts. Before/after shown for review — a change-point is not evidence of wrongdoing.
MAHESANA(DISTRICT COLLECTOR MAHESANA_IDA),2024Q1,2.983765731486072,0.2288406051920424,0.32775276505317236,9,276,756,52625571.6,191294998.0,MAHESANA(DISTRICT COLLECTOR MAHESANA_IDA): behaviour shifts at 2024Q1 (archetype-mix JS 0.23); 138 works/quarter -> 108 works/quarter; 64% round-number amounts -> 80% round-number amounts; 10% repeated descriptions -> 5% repeated descriptions. Before/after shown for review — a change-point is not evidence of wrongdoing.
KORBA(Collector-Korba),2025Q2,3.489633454573856,0.18657440690152371,0.32531136968279784,9,158,92,65451634.0,32088696.0,KORBA(Collector-Korba): behaviour shifts at 2025Q2 (archetype-mix JS 0.19); 32 works/quarter -> 23 works/quarter; 71% round-number amounts -> 92% round-number amounts; 0% repeated descriptions -> 24% repeated descriptions. Before/after shown for review — a change-point is not evidence of wrongdoing.
WAYANAD(DISTRICT COLLECTOR WAYANAD_IDA),2025Q4,2.692571564869431,0.25459326660755155,0.32337579824061524,7,65,15,88900078.0,10896500.0,WAYANAD(DISTRICT COLLECTOR WAYANAD_IDA): behaviour shifts at 2025Q4 (archetype-mix JS 0.25); 13 works/quarter -> 8 works/quarter. Before/after shown for review — a change-point is not evidence of wrongdoing.
CHIRANG(Deputy Commissioner Chirang_IDA),2025Q4,2.499276882808569,0.3087544655504609,0.32242683525784227,9,132,26,140950000.0,40880000.0,CHIRANG(Deputy Commissioner Chirang_IDA): behaviour shifts at 2025Q4 (archetype-mix JS 0.31); 19 works/quarter -> 13 works/quarter. Before/after shown for review — a change-point is not evidence of wrongdoing.
HAVERI(DEPUTY COMMISSIONER HAVERI_IDA),2025Q4,2.3379129061819146,0.4482211985646053,0.32242683525784227,6,274,59,147479764.0,33750000.0,HAVERI(DEPUTY COMMISSIONER HAVERI_IDA): behaviour shifts at 2025Q4 (archetype-mix JS 0.45); 68 works/quarter -> 30 works/quarter; 77% round-number amounts -> 100% round-number amounts; 17% repeated descriptions -> 0% repeated descriptions. Before/after shown for review — a change-point is not evidence of wrongdoing.
NADIA(DISTRICT MAGISTRATE NADIA_IDA),2025Q1,2.759562682472003,0.24924886677826252,0.32240365492528716,10,350,169,231975830.0,142029605.0,NADIA(DISTRICT MAGISTRATE NADIA_IDA): behaviour shifts at 2025Q1 (archetype-mix JS 0.25); 70 works/quarter -> 34 works/quarter; 6% round-number amounts -> 24% round-number amounts. Before/after shown for review — a change-point is not evidence of wrongdoing.
VIKARABAD(DISTRICT COLLECTOR VIKARABAD_2),2025Q2,3.4254461884696505,0.18699486505091234,0.31834458010726907,6,287,77,90019793.0,28798448.0,VIKARABAD(DISTRICT COLLECTOR VIKARABAD_2): behaviour shifts at 2025Q2 (archetype-mix JS 0.19); 96 works/quarter -> 26 works/quarter; 34% round-number amounts -> 85% round-number amounts; 19% repeated descriptions -> 0% repeated descriptions. Before/after shown for review — a change-point is not evidence of wrongdoing.
VIDISHA(District Collector Vidisha_IDA),2025Q3,2.3601164730534356,0.42022391105682333,0.3182819693130541,7,237,11,127217882.0,5225743.0,VIDISHA(District Collector Vidisha_IDA): behaviour shifts at 2025Q3 (archetype-mix JS 0.42); 47 works/quarter -> 6 works/quarter; 68% round-number amounts -> 80% round-number amounts; 21% repeated descriptions -> 0% repeated descriptions. Before/after shown for review — a change-point is not evidence of wrongdoing.
BHIWANI(DC Cum Nodal Officer MPLADS Bhiwani),2024Q4,3.9088836314777895,0.16846400607642667,0.3173099222128011,9,100,89,33222662.0,39410487.0,BHIWANI(DC Cum Nodal Officer MPLADS Bhiwani): behaviour shifts at 2024Q4 (archetype-mix JS 0.17); 33 works/quarter -> 15 works/quarter; 7% round-number amounts -> 49% round-number amounts. Before/after shown for review — a change-point is not evidence of wrongdoing.
GARHWA(Deputy Commissioner garhwa_IDA),2025Q4,2.8855420925343895,0.2300115487805186,0.31485876378974126,6,144,26,49600000.0,9650000.0,GARHWA(Deputy Commissioner garhwa_IDA): behaviour shifts at 2025Q4 (archetype-mix JS 0.23); 36 works/quarter -> 13 works/quarter; 0% repeated descriptions -> 10% repeated descriptions. Before/after shown for review — a change-point is not evidence of wrongdoing.
HYDERABAD(DISTRICT COLLECTOR HYDERABAD_IDA),2025Q3,2.880386889896275,0.23094784335581203,0.31480337339847747,8,199,66,317259029.0,92225400.0,HYDERABAD(DISTRICT COLLECTOR HYDERABAD_IDA): behaviour shifts at 2025Q3 (archetype-mix JS 0.23); 37% round-number amounts -> 62% round-number amounts; 0% repeated descriptions -> 16% repeated descriptions. Before/after shown for review — a change-point is not evidence of wrongdoing.
AGRA(DISTRICT MAGISTRAE AGRA_IDA),2025Q1,2.8683062050814905,0.23520226940031974,0.3145975522758548,10,173,244,208207844.0,247399734.0,AGRA(DISTRICT MAGISTRAE AGRA_IDA): behaviour shifts at 2025Q1 (archetype-mix JS 0.24); 35 works/quarter -> 49 works/quarter; 0% round-number amounts -> 27% round-number amounts; 8% repeated descriptions -> 2% repeated descriptions. Before/after shown for review — a change-point is not evidence of wrongdoing.
JUNAGADH(DISTRICT COLLECTOR JUNAGADH_IDA),2025Q1,4.0494627853183145,0.16193175276643954,0.3123006379382416,7,152,153,47009051.0,63286386.0,JUNAGADH(DISTRICT COLLECTOR JUNAGADH_IDA): behaviour shifts at 2025Q1 (archetype-mix JS 0.16); 76 works/quarter -> 31 works/quarter; 17% round-number amounts -> 78% round-number amounts; 0% repeated descriptions -> 1% repeated descriptions. Before/after shown for review — a change-point is not evidence of wrongdoing.
Kakinada(DISTRICT COLLECTOR KAKINADA_IDA),2025Q1,3.452430952045506,0.17700516469184355,0.3096972528015984,7,136,57,79953408.35,113707876.0,Kakinada(DISTRICT COLLECTOR KAKINADA_IDA): behaviour shifts at 2025Q1 (archetype-mix JS 0.18); 68 works/quarter -> 11 works/quarter; 3% round-number amounts -> 72% round-number amounts. Before/after shown for review — a change-point is not evidence of wrongdoing.
KAITHAL(DC CUM NODAL OFFICERS MPLADS),2025Q3,3.068612029886683,0.20239389240701072,0.30856902590830465,7,160,54,72428611.0,34953542.0,KAITHAL(DC CUM NODAL OFFICERS MPLADS): behaviour shifts at 2025Q3 (archetype-mix JS 0.20); 40 works/quarter -> 18 works/quarter; 66% round-number amounts -> 90% round-number amounts; 7% repeated descriptions -> 0% repeated descriptions. Before/after shown for review — a change-point is not evidence of wrongdoing.
MEDCHAL MALKAJGIRI(DISTRICT COLLECTOR MEDCHAL MALKAJGIRI_IDA),2025Q2,2.4546281064070077,0.31404877545086785,0.3059420306985609,6,62,143,49045943.0,116415151.0,MEDCHAL MALKAJGIRI(DISTRICT COLLECTOR MEDCHAL MALKAJGIRI_IDA): behaviour shifts at 2025Q2 (archetype-mix JS 0.31); 31 works/quarter -> 36 works/quarter; 66% round-number amounts -> 96% round-number amounts. Before/after shown for review — a change-point is not evidence of wrongdoing.
HANUMANGARH(DISTRICT COLLECTOR HANUMANGARH_IDA),2025Q2,2.3998465928104995,0.3601536187022971,0.3045873232752801,6,69,56,51781094.0,39565726.0,HANUMANGARH(DISTRICT COLLECTOR HANUMANGARH_IDA): behaviour shifts at 2025Q2 (archetype-mix JS 0.36); 23 works/quarter -> 19 works/quarter; 24% round-number amounts -> 76% round-number amounts. Before/after shown for review — a change-point is not evidence of wrongdoing.
MAHABUBABAD(DISTRICT COLLECTOR MAHABUBABAD_IDA),2025Q2,2.4005120740695554,0.35551980387303267,0.30344009764225766,7,226,127,88264000.0,49271698.0,MAHABUBABAD(DISTRICT COLLECTOR MAHABUBABAD_IDA): behaviour shifts at 2025Q2 (archetype-mix JS 0.36); 45 works/quarter -> 64 works/quarter; 32% round-number amounts -> 1% round-number amounts. Before/after shown for review — a change-point is not evidence of wrongdoing.
AHMADABAD(DISTRICT COLLECTOR AHMADABAD_IDA),2024Q1,2.414810299233296,0.3427110487155606,0.302313240860353,10,262,525,122636417.0,342440268.0,AHMADABAD(DISTRICT COLLECTOR AHMADABAD_IDA): behaviour shifts at 2024Q1 (archetype-mix JS 0.34); 131 works/quarter -> 66 works/quarter; 31% round-number amounts -> 54% round-number amounts; 0% repeated descriptions -> 1% repeated descriptions. Before/after shown for review — a change-point is not evidence of wrongdoing.
MUMBAI SUBURBAN(DISTRICT COLLECTOR MUMBAI SUBURBAN_IDA),2024Q1,3.1489255394889963,0.1900090332154188,0.30189267969101274,13,99,279,250034469.0,612830442.0,MUMBAI SUBURBAN(DISTRICT COLLECTOR MUMBAI SUBURBAN_IDA): behaviour shifts at 2024Q1 (archetype-mix JS 0.19); 20 works/quarter -> 35 works/quarter; 61% round-number amounts -> 96% round-number amounts; 0% repeated descriptions -> 10% repeated descriptions. Before/after shown for review — a change-point is not evidence of wrongdoing.
Narayanpet(DISTRICT COLLECTOR NARAYANPET_IDA),2025Q2,2.7330808493447276,0.23838185330785094,0.29977271364642044,6,111,90,46384360.0,42550000.0,Narayanpet(DISTRICT COLLECTOR NARAYANPET_IDA): behaviour shifts at 2025Q2 (archetype-mix JS 0.24); 56 works/quarter -> 22 works/quarter; 3% repeated descriptions -> 2% repeated descriptions. Before/after shown for review — a change-point is not evidence of wrongdoing.
UDUPI(DEPUTY COMMISSIONER UDUPI_IDA),2024Q4,3.4734824908692183,0.17164449083359687,0.2978050014313914,8,177,169,72629889.0,75499391.0,UDUPI(DEPUTY COMMISSIONER UDUPI_IDA): behaviour shifts at 2024Q4 (archetype-mix JS 0.17); 59 works/quarter -> 34 works/quarter; 59% round-number amounts -> 92% round-number amounts. Before/after shown for review — a change-point is not evidence of wrongdoing.
BELAGAVI(DEPUTY COMMISSIONER BELGAUM_IDA),2024Q2,3.56923764959873,0.1671942955086815,0.2967323099622119,10,450,418,236948387.0,280762627.0,BELAGAVI(DEPUTY COMMISSIONER BELGAUM_IDA): behaviour shifts at 2024Q2 (archetype-mix JS 0.17); 225 works/quarter -> 52 works/quarter; 22% repeated descriptions -> 3% repeated descriptions. Before/after shown for review — a change-point is not evidence of wrongdoing.
UNA(DEPUTY COMMISSIOENR UNA_IDA),2024Q4,2.682710266309164,0.2419829127640672,0.29541126803689,7,205,57,35657220.0,14481400.0,UNA(DEPUTY COMMISSIOENR UNA_IDA): behaviour shifts at 2024Q4 (archetype-mix JS 0.24); 68 works/quarter -> 14 works/quarter; 0% repeated descriptions -> 17% repeated descriptions. Before/after shown for review — a change-point is not evidence of wrongdoing.
CENTRAL(COMMISSIONER MCD (CENTRAL DISTRICT)),2024Q4,2.8216059441667585,0.22447384720182367,0.2941266446609178,8,44,77,76755749.0,101706688.0,CENTRAL(COMMISSIONER MCD (CENTRAL DISTRICT)): behaviour shifts at 2024Q4 (archetype-mix JS 0.22); 22 works/quarter -> 13 works/quarter; 2% round-number amounts -> 22% round-number amounts; 0% repeated descriptions -> 24% repeated descriptions. Before/after shown for review — a change-point is not evidence of wrongdoing.
RANCHI(DEPUTY COMMISSIONER RANCHI_IDA),2025Q3,2.641204403009173,0.24652460190299075,0.2914805954090255,11,867,459,615458374.0,233189266.0,RANCHI(DEPUTY COMMISSIONER RANCHI_IDA): behaviour shifts at 2025Q3 (archetype-mix JS 0.25); 108 works/quarter -> 153 works/quarter; 40% round-number amounts -> 68% round-number amounts; 2% repeated descriptions -> 7% repeated descriptions. Before/after shown for review — a change-point is not evidence of wrongdoing.
AMRAVATI(DISTRICT COLLECTOR AMRAVATI_IDA),2025Q1,3.1090567387282695,0.188739166830319,0.2907360715994519,11,147,237,139501685.0,215465300.0,AMRAVATI(DISTRICT COLLECTOR AMRAVATI_IDA): behaviour shifts at 2025Q1 (archetype-mix JS 0.19); 24 works/quarter -> 47 works/quarter; 71% round-number amounts -> 86% round-number amounts; 1% repeated descriptions -> 1% repeated descriptions. Before/after shown for review — a change-point is not evidence of wrongdoing.
GANDHINAGAR(DISTRICT COLLECTOR GANDHINAGAR_IDA),2025Q1,3.1594317238083067,0.18793692487065788,0.2880502304596494,9,274,237,90696668.0,101576282.0,GANDHINAGAR(DISTRICT COLLECTOR GANDHINAGAR_IDA): behaviour shifts at 2025Q1 (archetype-mix JS 0.19); 68 works/quarter -> 47 works/quarter; 43% round-number amounts -> 75% round-number amounts; 4% repeated descriptions -> 0% repeated descriptions. Before/after shown for review — a change-point is not evidence of wrongdoing.
CUTTACK(DISTRICT COLLECTOR CUTTACK_IDA),2025Q4,2.5454787238189556,0.2676859195296819,0.2872447846811681,9,592,121,208143607.0,46373000.0,CUTTACK(DISTRICT COLLECTOR CUTTACK_IDA): behaviour shifts at 2025Q4 (archetype-mix JS 0.27); 85 works/quarter -> 60 works/quarter; 93% round-number amounts -> 71% round-number amounts. Before/after shown for review — a change-point is not evidence of wrongdoing.
S.A.S Nagar(DEPUTY COMMISSIONER SAHIBZADA AJIT SINGH NAGAR MOHALI_IDA),2025Q2,2.63269816618375,0.2433080799288394,0.2872447846811681,8,56,84,21714893.740000002,31404332.0,S.A.S Nagar(DEPUTY COMMISSIONER SAHIBZADA AJIT SINGH NAGAR MOHALI_IDA): behaviour shifts at 2025Q2 (archetype-mix JS 0.24); 14 works/quarter -> 21 works/quarter. Before/after shown for review — a change-point is not evidence of wrongdoing.
WEST GARO HILLS(DEPUTY COMMISSIONER WEST GARO HILLS_IDA),2024Q4,2.144657771332657,0.7197234719550609,0.286697874490281,6,180,98,53950000.0,47750000.0,WEST GARO HILLS(DEPUTY COMMISSIONER WEST GARO HILLS_IDA): behaviour shifts at 2024Q4 (archetype-mix JS 0.72); 90 works/quarter -> 24 works/quarter; 1% repeated descriptions -> 36% repeated descriptions. Before/after shown for review — a change-point is not evidence of wrongdoing.
PALAMU(DEPUTY COMMISSIONER PALAMAU_IDA),2025Q1,2.486270050787037,0.27987073903642457,0.2861325064100369,7,99,203,32885143.0,79822879.0,PALAMU(DEPUTY COMMISSIONER PALAMAU_IDA): behaviour shifts at 2025Q1 (archetype-mix JS 0.28); 50 works/quarter -> 41 works/quarter; 5% round-number amounts -> 45% round-number amounts. Before/after shown for review — a change-point is not evidence of wrongdoing.
PATAN(DISTRICT COLLECTOR PATAN_IDA),2024Q4,2.3656857672846234,0.34808065393790566,0.285365300258873,8,145,207,42946076.25,81649136.0,PATAN(DISTRICT COLLECTOR PATAN_IDA): behaviour shifts at 2024Q4 (archetype-mix JS 0.35); 72 works/quarter -> 34 works/quarter; 2% repeated descriptions -> 0% repeated descriptions. Before/after shown for review — a change-point is not evidence of wrongdoing.
TIRUNELVELI(DISTRICT COLLECTOR TIRUNELVELI_IDA),2025Q2,2.4727817400266816,0.2799295307603505,0.280051656245444,6,138,81,124835688.0,78032902.0,TIRUNELVELI(DISTRICT COLLECTOR TIRUNELVELI_IDA): behaviour shifts at 2025Q2 (archetype-mix JS 0.28); 69 works/quarter -> 20 works/quarter; 33% round-number amounts -> 50% round-number amounts. Before/after shown for review — a change-point is not evidence of wrongdoing.
Dr. B.R. Ambedkar Konaseema(DISTRICT COLLECTOR Dr B R AMBEDKAR KONASEEMA_IDA),2024Q1,3.741767893499302,0.15549135878360898,0.27485284211997624,10,201,291,149255804.0,235148377.0,Dr. B.R. Ambedkar Konaseema(DISTRICT COLLECTOR Dr B R AMBEDKAR KONASEEMA_IDA): behaviour shifts at 2024Q1 (archetype-mix JS 0.16); 100 works/quarter -> 36 works/quarter; 1% repeated descriptions -> 0% repeated descriptions. Before/after shown for review — a change-point is not evidence of wrongdoing.
RAYAGADA(DISTRICT COLLECTOR RAYAGADA_IDA),2025Q4,2.896761573097688,0.19598559822870193,0.2740631508439436,7,127,244,47485719.0,73590000.0,RAYAGADA(DISTRICT COLLECTOR RAYAGADA_IDA): behaviour shifts at 2025Q4 (archetype-mix JS 0.20); 25 works/quarter -> 122 works/quarter; 77% round-number amounts -> 99% round-number amounts. Before/after shown for review — a change-point is not evidence of wrongdoing.
CHANDAULI(DISTRICT MAGISTRATE CHANDAULI_IDA),2025Q3,2.1916216854445967,0.45132924167383237,0.27334409847931485,9,354,31,335610065.0,49869139.0,CHANDAULI(DISTRICT MAGISTRATE CHANDAULI_IDA): behaviour shifts at 2025Q3 (archetype-mix JS 0.45); 51 works/quarter -> 16 works/quarter; 16% round-number amounts -> 20% round-number amounts; 2% repeated descriptions -> 8% repeated descriptions. Before/after shown for review — a change-point is not evidence of wrongdoing.
